vectorizer,FS,accuracy,precision,recall,f1,BERT
,,,,,,Transformer
,,,,,,Bert
,,,,,,0.9350601295097132
,,,,,,0.5992932422951209
,,,,,,0.5799231552974732
,,,,,,0.5875861863141217
